Frame,Reward,Avg_Reward_Last_1000,Avg_Reward_Last_10000,Avg_Reward_All,Time_Elapsed
1,1.192080443276517,null,null,0.0011920804432765171,00:00:05
2,1.197069321570864,null,null,0.0023891497648473813,00:00:09
3,1.205364301086519,null,null,0.0035945140659339003,00:00:13
4,1.214714909085904,null,null,0.004809228975019805,00:00:17
5,1.2331036119929477,null,null,0.006042332587012752,00:00:21
6,1.236887788586382,null,null,0.007279220375599135,00:00:25
7,1.240563102349822,null,null,0.008519783477948958,00:00:29
8,1.244139083691409,null,null,0.009763922561640367,00:00:33
9,1.2434631694301426,null,null,0.01100738573107051,00:00:37
10,1.2424211740934776,null,null,0.012249806905163987,00:00:41
11,1.248021589943034,null,null,0.013497828495107023,00:00:45
12,1.2601964084830621,null,null,0.014758024903590083,00:00:49
13,1.2620244307125272,null,null,0.01602004933430261,00:00:53
14,1.2702382793052815,null,null,0.017290287613607895,00:00:57
15,1.274747870113939,null,null,0.018565035483721834,00:01:02
16,1.2803837829759939,null,null,0.019845419266697823,00:01:06
17,1.282809935619711,null,null,0.021128229202317536,00:01:10
18,1.2780896423390624,null,null,0.022406318844656596,00:01:14
19,1.2918331211755907,null,null,0.023698151965832186,00:01:18
20,1.295469262366568,null,null,0.024993621228198752,00:01:22
21,1.2972838529534545,null,null,0.026290905081152206,00:01:26
22,1.300331691408356,null,null,0.027591236772560562,00:01:30
23,1.3003764020830237,null,null,0.028891613174643588,00:01:35
24,1.3067440311412586,null,null,0.030198357205784846,00:01:39
25,1.3111922469597639,null,null,0.03150954945274461,00:01:43
26,1.3125848864719334,null,null,0.03282213433921654,00:01:47
27,1.3228526708912558,null,null,0.0341449870101078,00:01:51
28,1.3244622246318722,null,null,0.03546944923473967,00:01:56
29,1.3336618142314465,null,null,0.03680311104897112,00:02:00
30,1.3376590496964877,null,null,0.038140770098667606,00:02:04
31,0.9576458757905448,null,null,0.03909841597445816,00:02:13
32,0.9637407591427289,null,null,0.04006215673360089,00:02:17
33,0.965512302285568,null,null,0.041027669035886456,00:02:21
34,0.9737070550731726,null,null,0.04200137609095962,00:02:25
35,0.9787665055952299,null,null,0.04298014259655485,00:02:29
36,0.9985903143391793,null,null,0.04397873291089404,00:02:34
37,1.0058668079861903,null,null,0.044984599718880226,00:02:38
38,1.0149542050002043,null,null,0.04599955392388043,00:02:42
39,1.0266592425717294,null,null,0.04702621316645216,00:02:46
40,1.0304761155903124,null,null,0.04805668928204247,00:02:50
41,1.0440534114218072,null,null,0.049100742693464275,00:02:54
42,1.0584799120612591,null,null,0.050159222605525536,00:02:58
43,1.0816571846841907,null,null,0.05124087979020973,00:03:02
44,1.084449609060782,null,null,0.05232532939927051,00:03:06
45,1.1058446030343332,null,null,0.05343117400230484,00:03:10
46,1.1291635637214665,null,null,0.05456033756602631,00:03:14
47,1.1401726992203642,null,null,0.05570051026524668,00:03:18
48,1.1592268076245902,null,null,0.05685973707287127,00:03:22
49,1.1665604448628402,null,null,0.05802629751773411,00:03:26
50,1.1726444824843938,null,null,0.0591989420002185,00:03:31
51,1.1827570041833426,null,null,0.060381699004401844,00:03:35
52,1.1976731428400387,null,null,0.061579372147241886,00:03:39
53,1.196333680186243,null,null,0.06277570582742813,00:03:43
54,1.193732535989146,null,null,0.06396943836341727,00:03:48
55,1.1978849142274046,null,null,0.06516732327764468,00:03:52
56,1.1969721345878255,null,null,0.0663642954122325,00:03:57
57,1.1987357436964434,null,null,0.06756303115592896,00:04:01
58,1.203348960896552,null,null,0.0687663801168255,00:04:05
59,1.2048715570152844,null,null,0.06997125167384079,00:04:09
60,1.2055233825922687,null,null,0.07117677505643306,00:04:13
61,0.9461813032176153,null,null,0.07212295635965067,00:04:19
62,0.958130703567837,null,null,0.0730810870632185,00:04:23
63,0.9705817782734791,null,null,0.07405166884149199,00:04:27
64,0.986343750502997,null,null,0.07503801259199498,00:04:33
65,0.9905745087679321,null,null,0.07602858710076292,00:04:37
66,1.0003457926351096,null,null,0.07702893289339803,00:04:41
67,1.012475671296154,null,null,0.0780414085646942,00:04:45
68,1.0250530839619107,null,null,0.0790664616486561,00:04:50
69,1.0267517360253426,null,null,0.08009321338468145,00:04:54
70,1.031240007020993,null,null,0.08112445339170245,00:04:58
71,1.0444645752415909,null,null,0.08216891796694403,00:05:03
72,1.0664556232699447,null,null,0.08323537359021398,00:05:07
73,1.0704795756461871,null,null,0.08430585316586017,00:05:11
74,1.0825526276578463,null,null,0.08538840579351802,00:05:15
75,1.1013382276058417,null,null,0.08648974402112386,00:05:19
76,1.1120963297138973,null,null,0.08760184035083775,00:05:23
77,1.1155657162047223,null,null,0.08871740606704248,00:05:27
78,1.131156904159609,null,null,0.08984856297120208,00:05:32
79,1.1507838979100362,null,null,0.09099934686911211,00:05:36
80,1.1520240162536002,null,null,0.09215137088536572,00:05:40
81,1.1608033502142403,null,null,0.09331217423557996,00:05:45
82,1.1653227793707026,null,null,0.09447749701495066,00:05:49
83,1.1711356099005803,null,null,0.09564863262485124,00:05:53
84,1.1803281378887602,null,null,0.09682896076274,00:05:57
85,1.188793440736899,null,null,0.0980177542034769,00:06:01
86,1.1979852777303723,null,null,0.09921573948120727,00:06:05
87,1.2031716656906435,null,null,0.10041891114689791,00:06:10
88,1.2171334102556846,null,null,0.1016360445571536,00:06:14
89,1.220192357311753,null,null,0.10285623691446535,00:06:18
90,1.2193156969005563,null,null,0.1040755526113659,00:06:23
91,0.9541444156085712,null,null,0.10502969702697447,00:06:29
92,0.9572784167637378,null,null,0.10598697544373822,00:06:34
93,0.9730521953247933,null,null,0.10696002763906301,00:06:38
94,0.9826174814288855,null,null,0.1079426451204919,00:06:43
95,0.9957010924467395,null,null,0.10893834621293864,00:06:47
96,1.0028302252071482,null,null,0.10994117643814579,00:06:51
97,1.011541118014757,null,null,0.11095271755616055,00:06:56
98,1.0197880492539522,null,null,0.1119725056054145,00:07:00
99,1.0177665248389247,null,null,0.11299027213025342,00:07:04
100,1.0371613144969398,null,null,0.11402743344475036,00:07:08
101,1.044366100167597,null,null,0.11507179954491795,00:07:12
102,1.0731630934440821,null,null,0.11614496263836203,00:07:17
103,1.0784750394228113,null,null,0.11722343767778484,00:07:21
104,1.0947917260262172,null,null,0.11831822940381106,00:07:25
105,1.106644043031595,null,null,0.11942487344684265,00:07:29
106,1.1231486246465465,null,null,0.1205480220714892,00:07:34
107,1.1421741246595605,null,null,0.12169019619614876,00:07:38
108,1.16162907454173,null,null,0.1228518252706905,00:07:42
109,1.1643703479208578,null,null,0.12401619561861135,00:07:46
110,1.1718009939936773,null,null,0.12518799661260502,00:07:50
111,1.1779941627881545,null,null,0.12636599077539318,00:07:54
112,1.178986466220375,null,null,0.12754497724161354,00:07:59
113,1.1844966350650008,null,null,0.12872947387667855,00:08:03
114,1.191310975940162,null,null,0.1299207848526187,00:08:07
115,1.1913461294727918,null,null,0.1311121309820915,00:08:11
116,1.1920731731875598,null,null,0.13230420415527908,00:08:15
117,1.2004490549909785,null,null,0.13350465321027005,00:08:19
118,1.2066123061318548,null,null,0.13471126551640192,00:08:24
119,1.202434500960727,null,null,0.13591370001736264,00:08:28
120,1.20904254057125,null,null,0.13712274255793389,00:08:32
121,0.9597583460372655,null,null,0.13808250090397114,00:08:39
122,0.9735953863570332,null,null,0.1390560962903282,00:08:43
123,0.9806741241019552,null,null,0.14003677041443016,00:08:47
124,0.9886766016869202,null,null,0.14102544701611708,00:08:51
125,1.0001478770421552,null,null,0.14202559489315925,00:08:55
126,1.0053951270260866,null,null,0.14303099002018532,00:09:00
127,1.0188211070905742,null,null,0.1440498111272759,00:09:04
128,1.0299810979049082,null,null,0.14507979222518083,00:09:08
129,1.0458101766606798,null,null,0.1461256024018415,00:09:12
130,1.0681532975053782,null,null,0.14719375569934687,00:09:16
131,1.0766622994976194,null,null,0.1482704179988445,00:09:20
132,1.0952396488633138,null,null,0.14936565764770782,00:09:24
133,1.109636969955818,null,null,0.15047529461766365,00:09:29
134,1.1379065204130985,null,null,0.15161320113807675,00:09:33
135,1.1555884786622526,null,null,0.152768789616739,00:09:37
136,1.1701158998881123,null,null,0.15393890551662712,00:09:42
137,1.1910240632055427,null,null,0.15512992957983265,00:09:46
138,1.2012637759484206,null,null,0.1563311933557811,00:09:50
139,1.20832928743447,null,null,0.15753952264321558,00:09:54
140,1.2146168319887323,null,null,0.1587541394752043,00:09:58
141,1.2171255864986195,null,null,0.15997126506170292,00:10:02
142,1.220625212670973,null,null,0.1611918902743739,00:10:07
143,1.2310147268998863,null,null,0.1624229050012738,00:10:11
144,1.241251414397674,null,null,0.16366415641567147,00:10:15
145,1.2412664339635864,null,null,0.16490542284963505,00:10:19
146,1.242387981142383,null,null,0.16614781083077743,00:10:23
147,1.2457960720708081,null,null,0.16739360690284824,00:10:28
148,1.2563274684809163,null,null,0.16864993437132916,00:10:32
149,1.2636750354103865,null,null,0.16991360940673955,00:10:36
150,1.265842230466315,null,null,0.17117945163720585,00:10:41
151,0.9533068978202524,null,null,0.1721327585350261,00:10:48
152,0.955116487115981,null,null,0.1730878750221421,00:10:52
153,0.971082362389287,null,null,0.1740589573845314,00:10:56
154,0.9872875488964661,null,null,0.17504624493342785,00:11:01
155,1.0030854383447965,null,null,0.17604933037177264,00:11:05
156,1.013581817613416,null,null,0.17706291218938605,00:11:09
157,1.025352570989954,null,null,0.178088264760376,00:11:14
158,1.037231635208202,null,null,0.1791254963955842,00:11:18
159,1.042432111536106,null,null,0.1801679285071203,00:11:22
160,1.052778356182197,null,null,0.1812207068633025,00:11:26
161,1.0820784255765852,null,null,0.18230278528887908,00:11:30
162,1.1041605038810458,null,null,0.18340694579276012,00:11:35
163,1.1210814788167927,null,null,0.1845280272715769,00:11:39
164,1.1390965986041315,null,null,0.18566712387018106,00:11:43
165,1.1453618901142462,null,null,0.18681248576029533,00:11:47
166,1.1544807775658485,null,null,0.18796696653786116,00:11:51
167,1.1594709607153093,null,null,0.18912643749857647,00:11:56
168,1.169220642160374,null,null,0.19029565814073687,00:12:00
169,1.1791938844161174,null,null,0.191474852025153,00:12:04
170,1.1845233823777865,null,null,0.19265937540753078,00:12:08
171,1.1941639648584645,null,null,0.19385353937238922,00:12:12
172,1.204895159504668,null,null,0.19505843453189392,00:12:16
173,1.207231988134136,null,null,0.19626566652002805,00:12:20
174,1.2160548023972209,null,null,0.19748172132242528,00:12:24
